Date,Region,total_streams
2017-02-28,pl,1897110
2017-02-28,pt,1087504
2017-02-28,py,360530
2017-02-28,se,9945476
2017-02-28,sg,2147416
2017-02-28,sk,107471
2017-02-28,sv,194922
2017-02-28,tr,2027683
2017-02-28,tw,1190021
2017-02-28,us,68492403
2017-02-28,uy,478436
2017-03-01,ar,6912938
2017-03-01,at,831552
2017-03-01,au,8416482
2017-03-01,be,1435996
2017-03-01,bo,195330
2017-03-01,br,14314616
2017-03-01,ca,8141771
2017-03-01,ch,1268532
2017-03-01,cl,5585830
2017-03-01,co,2293857
2017-03-01,cr,1023628
2017-03-01,cz,568989
2017-03-01,de,13609851
2017-03-01,dk,4177787
2017-03-01,do,362530
2017-03-01,ec,714722
2017-03-01,ee,82688
2017-03-01,es,9902770
2017-03-01,fi,3312290
2017-03-01,fr,7293576
2017-03-01,gb,19212154
2017-03-01,global,202607042
2017-03-01,gr,131998
2017-03-01,gt,474184
2017-03-01,hk,870202
2017-03-01,hn,252961
2017-03-01,hu,410962
2017-03-01,id,3157643
2017-03-01,ie,1576973
2017-03-01,is,151065
2017-03-01,it,5475141
2017-03-01,jp,548785
2017-03-01,lt,118167
2017-03-01,lu,26889
2017-03-01,lv,113804
2017-03-01,mx,17383314
2017-03-01,my,1809260
2017-03-01,nl,8010585
2017-03-01,no,5445284
2017-03-01,nz,2042215
2017-03-01,pa,263169
2017-03-01,pe,2845110
2017-03-01,ph,9540273
2017-03-01,pl,1906483
2017-03-01,pt,1368940
2017-03-01,py,362656
2017-03-01,se,10142858
2017-03-01,sg,2147893
2017-03-01,sk,116440
2017-03-01,sv,196205
2017-03-01,tr,2077131
2017-03-01,tw,1284437
2017-03-01,us,68637120
2017-03-01,uy,523607
2017-03-02,ar,6813259
2017-03-02,at,871238
2017-03-02,au,8696398
2017-03-02,be,1499465
2017-03-02,bo,222137
2017-03-02,br,14757860
2017-03-02,ca,8196239
2017-03-02,ch,1296653
2017-03-02,cl,5551286
2017-03-02,co,2403960
2017-03-02,cr,1024455
2017-03-02,cz,570002
2017-03-02,de,14064048
2017-03-02,dk,4270706
2017-03-02,do,382940
2017-03-02,ec,743932
2017-03-02,ee,87429
2017-03-02,es,10293952
2017-03-02,fi,3337284
2017-03-02,fr,7368186
2017-03-02,gb,19861168
2017-03-02,global,206155288
2017-03-02,gr,145287
2017-03-02,gt,474663
2017-03-02,hk,877318
2017-03-02,hn,260094
2017-03-02,hu,424527
2017-03-02,id,3173835
2017-03-02,ie,1618273
2017-03-02,is,164362
2017-03-02,it,5615840
2017-03-02,jp,569665
2017-03-02,lt,119027
2017-03-02,lu,33051
2017-03-02,lv,120275
2017-03-02,mx,17447899
2017-03-02,my,1854370
2017-03-02,nl,8038447
2017-03-02,no,5513432
2017-03-02,nz,2319741
2017-03-02,pa,311037
2017-03-02,pe,2879698
2017-03-02,ph,10052853
2017-03-02,pl,1977941
2017-03-02,pt,1247002
2017-03-02,py,366432
2017-03-02,se,10278090
2017-03-02,sg,2150778
2017-03-02,sk,120928
2017-03-02,sv,200253
2017-03-02,tr,2072477
2017-03-02,tw,1181289
2017-03-02,us,69657146
2017-03-02,uy,537455
2017-03-03,ar,7330943
2017-03-03,at,1055951
2017-03-03,au,9875517
2017-03-03,be,1608703
2017-03-03,bo,220987
2017-03-03,br,16956821
2017-03-03,ca,9431091
2017-03-03,ch,1553902
2017-03-03,cl,5868200
2017-03-03,co,2587548
2017-03-03,cr,1106260
2017-03-03,cz,642919
2017-03-03,de,18084246
2017-03-03,dk,5229996
2017-03-03,do,440724
2017-03-03,ec,775010
2017-03-03,ee,126710
2017-03-03,es,11267627
2017-03-03,fi,4096685
2017-03-03,fr,8118266
2017-03-03,gb,29982804
2017-03-03,global,250531540
2017-03-03,gr,173822
2017-03-03,gt,527845
2017-03-03,hk,888780
2017-03-03,hn,289534
2017-03-03,hu,502830
2017-03-03,id,3232326
2017-03-03,ie,2651952
2017-03-03,is,216914
2017-03-03,it,6381511
2017-03-03,jp,577839
2017-03-03,lt,127545
2017-03-03,lu,41221
2017-03-03,lv,122954
2017-03-03,mx,18231008
2017-03-03,my,1962061
2017-03-03,nl,10417333
2017-03-03,no,6411808
2017-03-03,nz,2784337
2017-03-03,pa,346190
2017-03-03,pe,2942258
2017-03-03,ph,10211684
2017-03-03,pl,2472679
2017-03-03,pt,1416334
2017-03-03,py,414552
2017-03-03,se,12800002
2017-03-03,sg,2246934
2017-03-03,sk,152214
2017-03-03,sv,220772
2017-03-03,tr,2169427
2017-03-03,tw,1275667
2017-03-03,us,80453245
2017-03-03,uy,570342
2017-03-04,ar,7391938
2017-03-04,at,1037914
2017-03-04,au,9378942
2017-03-04,be,1603835
2017-03-04,bo,217141
2017-03-04,br,17311083
2017-03-04,ca,9083721
2017-03-04,ch,1467839
2017-03-04,cl,5740172
2017-03-04,co,2564610
2017-03-04,cr,1085737
2017-03-04,cz,586758
2017-03-04,de,18347961
2017-03-04,dk,4514222
2017-03-04,do,475856
2017-03-04,ec,797365
2017-03-04,ee,98576
2017-03-04,es,11689539
2017-03-04,fi,3796654
2017-03-04,fr,8590434
2017-03-04,gb,28160422
2017-03-04,global,239475044
2017-03-04,gr,183924
2017-03-04,gt,493225
2017-03-04,hk,884723
2017-03-04,hn,304138
2017-03-04,hu,441776
2017-03-04,id,2949266
2017-03-04,ie,2640142
2017-03-04,is,189122
2017-03-04,it,6024788
2017-03-04,jp,643246
2017-03-04,lt,119558
2017-03-04,lu,39531
2017-03-04,lv,104318
2017-03-04,mx,18298380
2017-03-04,my,1788965
2017-03-04,nl,10077234
2017-03-04,no,5818996
2017-03-04,nz,2424614
2017-03-04,pa,332306
2017-03-04,pe,2846027
2017-03-04,ph,10098546
2017-03-04,pl,2445623
2017-03-04,pt,1363429
2017-03-04,py,387002
2017-03-04,se,11952393
2017-03-04,sg,2142869
2017-03-04,sk,136072
2017-03-04,sv,249200
2017-03-04,tr,2044068
2017-03-04,tw,1174136
2017-03-04,us,75391710
2017-03-04,uy,531132
2017-03-05,ar,7015595
2017-03-05,at,904412
2017-03-05,au,9435276
2017-03-05,be,1551916
2017-03-05,bo,174226
2017-03-05,br,14511854
2017-03-05,ca,8384088
2017-03-05,ch,1302631
2017-03-05,cl,5295655
2017-03-05,co,2216461
2017-03-05,cr,916271
2017-03-05,cz,587821
2017-03-05,de,15642145
2017-03-05,dk,3911534
2017-03-05,do,418746
2017-03-05,ec,734031
2017-03-05,ee,113696
2017-03-05,es,9695816
2017-03-05,fi,3106183
2017-03-05,fr,7162323
2017-03-05,gb,24425490
2017-03-05,global,214088032
2017-03-05,gr,171838
2017-03-05,gt,430497
2017-03-05,hk,873926
2017-03-05,hn,274824
2017-03-05,hu,399100
2017-03-05,id,2980899
2017-03-05,ie,2301959
2017-03-05,is,162350
2017-03-05,it,4985690
2017-03-05,jp,653532
2017-03-05,lt,118620
2017-03-05,lu,27761
2017-03-05,lv,114543
2017-03-05,mx,15547346
2017-03-05,my,1797532
2017-03-05,nl,8824161
2017-03-05,no,4863780
2017-03-05,nz,2436118
2017-03-05,pa,289949
2017-03-05,pe,2549640
2017-03-05,ph,10092580
2017-03-05,pl,2245715
2017-03-05,pt,1211247
2017-03-05,py,364797
2017-03-05,se,9903557
2017-03-05,sg,2206381
2017-03-05,sk,141544
2017-03-05,sv,207882
2017-03-05,tr,1976262
2017-03-05,tw,1157688
2017-03-05,us,67616995
2017-03-05,uy,488969
2017-03-06,ar,6655522
2017-03-06,at,901199
2017-03-06,au,9743183
2017-03-06,be,1335740
2017-03-06,bo,215278
2017-03-06,br,15383441
2017-03-06,ca,9059445
2017-03-06,ch,1358032
2017-03-06,cl,5404648
2017-03-06,co,2285384
2017-03-06,cr,1006466
2017-03-06,cz,608842
2017-03-06,de,14725091
2017-03-06,dk,4378569
2017-03-06,do,361280
2017-03-06,ec,725702
2017-03-06,ee,108326
2017-03-06,es,10072876
2017-03-06,fi,3345098
2017-03-06,fr,6962693
2017-03-06,gb,26430578
2017-03-06,gr,143752
2017-03-06,gt,424082
2017-03-06,hk,931706
2017-03-06,hn,255388
2017-03-06,hu,422222
2017-03-06,id,3265656
2017-03-06,ie,2271318
2017-03-06,is,207983
2017-03-06,it,5353726
2017-03-06,jp,603895
2017-03-06,lt,112371
2017-03-06,lu,31532
2017-03-06,lv,113539
2017-03-06,mx,16427501
2017-03-06,my,1927424
2017-03-06,nl,9932626
2017-03-06,no,5686745
2017-03-06,nz,2474184
2017-03-06,pa,307291
2017-03-06,pe,2722508
2017-03-06,ph,10461678
2017-03-06,pl,2174980
2017-03-06,pt,1372780
2017-03-06,py,380512
2017-03-06,se,10779009
2017-03-06,sg,2364687
2017-03-06,sk,130421
2017-03-06,sv,194370
2017-03-06,tr,1998981
2017-03-06,tw,1286779
2017-03-06,us,75171040
2017-03-06,uy,526453
2017-03-07,ar,6674205
2017-03-07,at,905807
2017-03-07,au,9644100
2017-03-07,be,1367740
2017-03-07,bo,216349
2017-03-07,br,15511769
2017-03-07,ca,9135774
2017-03-07,ch,1346345
2017-03-07,cl,5409781
2017-03-07,co,2350727
2017-03-07,cr,1066437
2017-03-07,cz,605485
2017-03-07,de,14759471
2017-03-07,dk,4370440
2017-03-07,do,376170
2017-03-07,ec,743515
2017-03-07,ee,107518
2017-03-07,es,10242866
2017-03-07,fi,3248357
2017-03-07,fr,6896889
2017-03-07,gb,26329288
2017-03-07,global,231404751
2017-03-07,gr,148096
2017-03-07,gt,465508
2017-03-07,hk,925770
2017-03-07,hn,271537
2017-03-07,hu,425922
2017-03-07,id,3265117
2017-03-07,ie,2187086
2017-03-07,is,205911
2017-03-07,it,5522841
2017-03-07,jp,618534
2017-03-07,lt,111879
2017-03-07,lu,32149
2017-03-07,lv,117905
2017-03-07,mx,17250786
2017-03-07,my,1955060
2017-03-07,nl,9841798
2017-03-07,no,5686344
2017-03-07,nz,2410760
2017-03-07,pa,313621
2017-03-07,pe,2738426
2017-03-07,ph,10639703
2017-03-07,pl,2116490
2017-03-07,pt,1428850
2017-03-07,py,404149
2017-03-07,se,10605277
2017-03-07,sg,2362095
2017-03-07,sk,130115
2017-03-07,sv,205721
2017-03-07,tr,2044529
2017-03-07,tw,1279948
2017-03-07,us,76067778
2017-03-07,uy,518150
2017-03-08,ar,6622596
2017-03-08,at,913569
2017-03-08,au,9602735
2017-03-08,be,1514022
2017-03-08,bo,216133
2017-03-08,br,14903971
2017-03-08,ca,9185384
2017-03-08,ch,1404666
2017-03-08,cl,5410359
2017-03-08,co,2328904
2017-03-08,cr,1052913
2017-03-08,cz,615810
2017-03-08,de,14697220
2017-03-08,dk,4490799
2017-03-08,do,388448
2017-03-08,ec,747234
2017-03-08,ee,105072
2017-03-08,es,10351358
2017-03-08,fi,3274245
2017-03-08,fr,7566966
2017-03-08,gb,25337797
2017-03-08,global,230974185
2017-03-08,gr,147729
2017-03-08,gt,439367
2017-03-08,hk,894595
2017-03-08,hn,268151
2017-03-08,hu,426229
2017-03-08,id,3314720
2017-03-08,ie,2144099
2017-03-08,is,208473
2017-03-08,it,5620756
2017-03-08,jp,601244
2017-03-08,lt,115758
2017-03-08,lu,33752
2017-03-08,lv,114168
2017-03-08,mx,17117159
2017-03-08,my,1907836
2017-03-08,nl,9735364
2017-03-08,no,5632546
2017-03-08,nz,2430582
2017-03-08,pa,313117
2017-03-08,pe,2608787
2017-03-08,ph,10485668
2017-03-08,pl,2110253
2017-03-08,pt,1422584
2017-03-08,py,390429
2017-03-08,se,10540285
2017-03-08,sg,2317130
2017-03-08,sk,138501
2017-03-08,sv,201827
2017-03-08,tr,2015679
2017-03-08,tw,1321475
2017-03-08,us,76234056
2017-03-08,uy,479871
2017-03-09,ar,6560654
2017-03-09,at,926013
2017-03-09,au,9797511
2017-03-09,be,1446556
2017-03-09,bo,240406
2017-03-09,br,15655638
2017-03-09,ca,9148087
2017-03-09,ch,1397738
2017-03-09,cl,5556997
2017-03-09,co,2475122
2017-03-09,cr,1075117
2017-03-09,cz,634132
2017-03-09,de,14918876
2017-03-09,dk,4447416
2017-03-09,do,401902
2017-03-09,ec,769414
2017-03-09,ee,114813
2017-03-09,es,11394866
2017-03-09,fi,3279548
2017-03-09,fr,7386291
2017-03-09,gb,25770109
2017-03-09,global,232826532
2017-03-09,gr,159990
2017-03-09,gt,460178
2017-03-09,hk,910885
2017-03-09,hn,268109
2017-03-09,hu,449169
2017-03-09,id,3221716
2017-03-09,ie,2130185
2017-03-09,is,213625
2017-03-09,it,5625254
2017-03-09,jp,591559
2017-03-09,lt,125195
2017-03-09,lu,35247
2017-03-09,lv,132812
2017-03-09,mx,17230762
2017-03-09,my,1947942
2017-03-09,nl,9665050
2017-03-09,no,5833103
2017-03-09,nz,2503286
2017-03-09,pa,320659
2017-03-09,pe,2853340
2017-03-09,ph,10809587
2017-03-09,pl,2217185
2017-03-09,pt,1412571
2017-03-09,py,407482
2017-03-09,se,10831565
2017-03-09,sg,2316650
2017-03-09,sk,146186
2017-03-09,sv,201475
2017-03-09,tr,2047965
2017-03-09,tw,1222244
2017-03-09,us,76230578
2017-03-09,uy,470904
2017-03-10,ar,7253582
2017-03-10,at,991786
2017-03-10,au,9542984
2017-03-10,be,1431508
2017-03-10,bo,236411
2017-03-10,br,17045675
2017-03-10,ca,9241322
2017-03-10,ch,1468685
2017-03-10,cl,5920697
2017-03-10,co,2583058
2017-03-10,cr,1089889
2017-03-10,cz,608902
2017-03-10,de,17249611
2017-03-10,dk,4962211
2017-03-10,do,428645
2017-03-10,ec,805935
2017-03-10,ee,105070
2017-03-10,es,11457333
2017-03-10,fi,4065680
2017-03-10,fr,7972035
2017-03-10,gb,25904616
2017-03-10,global,238825687
2017-03-10,gr,146551
2017-03-10,gt,494159
2017-03-10,hk,869208
2017-03-10,hn,290004
2017-03-10,hu,445370
2017-03-10,id,3166526
2017-03-10,ie,2054539
2017-03-10,is,223578
2017-03-10,it,6243671
2017-03-10,jp,566810
2017-03-10,lt,105841
2017-03-10,lu,36993
2017-03-10,lv,106351
2017-03-10,mx,17892125
2017-03-10,my,1895136
2017-03-10,nl,10458545
2017-03-10,no,6617104
2017-03-10,nz,2472731
2017-03-10,pa,339156
2017-03-10,pe,2897274
2017-03-10,ph,10327233
2017-03-10,pl,2149216
2017-03-10,pt,1416936
2017-03-10,py,415305
2017-03-10,se,12527614
2017-03-10,sg,2219068
2017-03-10,sk,124912
2017-03-10,sv,220067
2017-03-10,tr,2014175
2017-03-10,tw,1264067
2017-03-10,us,77797448
2017-03-10,uy,557624
2017-03-11,ar,7292965
2017-03-11,at,988191
2017-03-11,au,9360343
2017-03-11,be,1650829
2017-03-11,bo,229556
2017-03-11,br,17760629
2017-03-11,ca,8570095
2017-03-11,ch,1478609
2017-03-11,cl,5871124
2017-03-11,co,2557286
2017-03-11,cr,1089626
2017-03-11,cz,562807
2017-03-11,de,17864304
2017-03-11,dk,4515960
2017-03-11,do,450096
2017-03-11,ec,798117
2017-03-11,ee,87386
2017-03-11,es,11842943
2017-03-11,fi,3867038
2017-03-11,fr,8738748
2017-03-11,gb,25450901
2017-03-11,global,232065949
2017-03-11,gr,179398
2017-03-11,gt,484985
2017-03-11,hk,856221
2017-03-11,hn,305516
2017-03-11,hu,434974
2017-03-11,id,2898579
2017-03-11,ie,2211687
2017-03-11,is,212793
2017-03-11,it,6164888
2017-03-11,jp,633856
2017-03-11,lt,96404
2017-03-11,lu,34613
2017-03-11,lv,95755
2017-03-11,mx,18216467
2017-03-11,my,1730440
2017-03-11,nl,9623620
2017-03-11,no,5867831
2017-03-11,nz,2260765
2017-03-11,pa,348590
2017-03-11,pe,2929465
2017-03-11,ph,10190117
2017-03-11,pl,2258086
2017-03-11,pt,1402060
2017-03-11,py,455258
2017-03-11,se,13019292
2017-03-11,sg,2049996
2017-03-11,sk,117033
2017-03-11,sv,228795
2017-03-11,tr,1917264
2017-03-11,tw,1179839
2017-03-11,us,73201285
2017-03-11,uy,539518
2017-03-12,ar,6386234
2017-03-12,at,847899
2017-03-12,au,8922038
2017-03-12,be,1586725
2017-03-12,bo,197697
2017-03-12,br,14770531
2017-03-12,ca,7977335
2017-03-12,ch,1315997
2017-03-12,cl,5355447
2017-03-12,co,2098331
2017-03-12,cr,924876
2017-03-12,cz,546796
2017-03-12,de,15177882
2017-03-12,dk,3804963
2017-03-12,do,366265
2017-03-12,ec,728364
2017-03-12,ee,90974
2017-03-12,es,9445407
2017-03-12,fi,3137883
2017-03-12,fr,7346867
2017-03-12,gb,22159131
2017-03-12,global,206639458
2017-03-12,gr,159413
2017-03-12,gt,409488
2017-03-12,hk,834703
2017-03-12,hn,257782
2017-03-12,hu,385614
2017-03-12,id,2895364
2017-03-12,ie,1938150
2017-03-12,is,167624
2017-03-12,it,5060498
2017-03-12,jp,644875
2017-03-12,lt,107604
2017-03-12,lu,31399
2017-03-12,lv,100746
2017-03-12,mx,15290959
2017-03-12,my,1706000
2017-03-12,nl,8475630
2017-03-12,no,4946887
2017-03-12,nz,2246642
2017-03-12,pa,301925
2017-03-12,pe,2646523
2017-03-12,ph,10072965
2017-03-12,pl,2045937
2017-03-12,pt,1250739
2017-03-12,py,335610
2017-03-12,se,10875983
2017-03-12,sg,2003475
2017-03-12,sk,123373
2017-03-12,sv,204298
2017-03-12,tr,1797842
2017-03-12,tw,1165022
2017-03-12,us,66331005
2017-03-12,uy,415194
2017-03-13,ar,6157396
2017-03-13,at,858860
2017-03-13,au,9297507
2017-03-13,be,1335360
2017-03-13,bo,207163
2017-03-13,br,14993714
2017-03-13,ca,8336526
2017-03-13,ch,1336264
2017-03-13,cl,5502328
2017-03-13,co,2312330
2017-03-13,cr,999280
2017-03-13,cz,583756
2017-03-13,de,14354489
2017-03-13,dk,4215814
2017-03-13,do,358258
2017-03-13,ec,728951
2017-03-13,ee,88162
2017-03-13,es,9537763
2017-03-13,fi,3350881
2017-03-13,fr,6981614
2017-03-13,gb,23577628
2017-03-13,global,216529415
2017-03-13,gr,126069
2017-03-13,gt,414479
2017-03-13,hk,886619
2017-03-13,hn,228276
2017-03-13,hu,416352
2017-03-13,id,3203307
2017-03-13,ie,1920270
2017-03-13,is,203735
2017-03-13,it,5339994
2017-03-13,jp,588162
2017-03-13,lt,96506
2017-03-13,lu,28403
2017-03-13,lv,107303
2017-03-13,mx,15850215
2017-03-13,my,1849082
2017-03-13,nl,9334563
2017-03-13,no,5607677
2017-03-13,nz,2350565
2017-03-13,pa,300775
2017-03-13,pe,2711125
2017-03-13,ph,10346661
2017-03-13,pl,1982982
2017-03-13,pt,1361067
2017-03-13,py,373272
2017-03-13,se,10806916
2017-03-13,sg,2332533
2017-03-13,sk,118572
2017-03-13,sv,183844
2017-03-13,tr,1944549
2017-03-13,tw,1288401
2017-03-13,us,70789400
2017-03-13,uy,477953
2017-03-14,ar,6411368
2017-03-14,at,854998
2017-03-14,au,9149451
2017-03-14,be,1354265
2017-03-14,bo,225428
2017-03-14,br,15276335
2017-03-14,ca,8281063
2017-03-14,ch,1332753
2017-03-14,cl,5578472
2017-03-14,co,2361423
2017-03-14,cr,1043329
2017-03-14,cz,571760
2017-03-14,de,14306150
2017-03-14,dk,4273719
2017-03-14,do,387404
2017-03-14,ec,735061
2017-03-14,ee,88885
2017-03-14,es,9934327
2017-03-14,fi,3287399
2017-03-14,fr,6977179
2017-03-14,gb,22749967
2017-03-14,global,215381012
2017-03-14,gr,131031
2017-03-14,gt,442155
2017-03-14,hk,873852
2017-03-14,hn,244203
2017-03-14,hu,421823
2017-03-14,id,3227492
2017-03-14,ie,1851263
2017-03-14,is,196937
2017-03-14,it,5539330
2017-03-14,jp,604260
2017-03-14,lt,101523
2017-03-14,lu,30560
2017-03-14,lv,104798
2017-03-14,mx,16823131
2017-03-14,my,1881091
2017-03-14,nl,9251345
2017-03-14,no,5636565
2017-03-14,nz,2323874
2017-03-14,pa,323093
2017-03-14,pe,2773473
2017-03-14,ph,10364090
2017-03-14,pl,1961046
2017-03-14,pt,1388906
2017-03-14,py,381096
2017-03-14,se,10393337
2017-03-14,sg,2320121
2017-03-14,sk,115495
2017-03-14,sv,196135
2017-03-14,tr,1967197
2017-03-14,tw,1279596
2017-03-14,us,68217014
2017-03-14,uy,489512
2017-03-15,ar,6309435
2017-03-15,at,872184
2017-03-15,au,9057884
2017-03-15,be,1557879
2017-03-15,bo,220464
2017-03-15,br,15522412
2017-03-15,ca,8252278
2017-03-15,ch,1392679
2017-03-15,cl,5629118
2017-03-15,co,2332872
2017-03-15,cr,1031642
2017-03-15,cz,564552
2017-03-15,de,14611217
2017-03-15,dk,4308445
2017-03-15,do,366047
2017-03-15,ec,722461
2017-03-15,ee,91972
2017-03-15,es,10257951
2017-03-15,fi,3382173
2017-03-15,fr,7658287
2017-03-15,gb,22687886
2017-03-15,global,217560169
2017-03-15,gr,129457
2017-03-15,gt,441253
2017-03-15,hk,858619
2017-03-15,hn,245472
2017-03-15,hu,371691
2017-03-15,id,3258404
2017-03-15,ie,1873934
2017-03-15,is,192085
2017-03-15,it,5634480
2017-03-15,jp,585578
2017-03-15,lt,103719
2017-03-15,lu,30248
2017-03-15,lv,112958
2017-03-15,mx,16685485
2017-03-15,my,1875112
2017-03-15,nl,9623797
2017-03-15,no,5757441
2017-03-15,nz,2331715
2017-03-15,pa,308874
2017-03-15,pe,2670580
2017-03-15,ph,10224433
2017-03-15,pl,1997519
2017-03-15,pt,1423202
2017-03-15,py,396411
2017-03-15,se,10354566
2017-03-15,sg,2326381
2017-03-15,sk,117691
2017-03-15,sv,193668
2017-03-15,tr,1998958
2017-03-15,tw,1311511
2017-03-15,us,69262549
2017-03-15,uy,476581
2017-03-16,ar,6407341
2017-03-16,at,885616
2017-03-16,au,9037961
2017-03-16,be,1484402
2017-03-16,bo,210045
2017-03-16,br,15618337
2017-03-16,ca,8296983
2017-03-16,ch,1390867
2017-03-16,cl,5578371
2017-03-16,co,2419588
2017-03-16,cr,1036052
2017-03-16,cz,584231
2017-03-16,de,14999038
2017-03-16,dk,4455565
2017-03-16,do,376064
2017-03-16,ec,761759
2017-03-16,ee,99503
2017-03-16,es,10643173
2017-03-16,fi,3408647
2017-03-16,fr,7396054
2017-03-16,gb,21944244
2017-03-16,global,217667616
2017-03-16,gr,134402
2017-03-16,gt,434960
2017-03-16,hk,848985
2017-03-16,hn,239092
2017-03-16,hu,412516
2017-03-16,id,3103559
2017-03-16,ie,1911937
2017-03-16,is,237116
2017-03-16,it,5570800
2017-03-16,jp,588567
2017-03-16,lt,116536
2017-03-16,lu,36007
2017-03-16,lv,122611
2017-03-16,mx,16987038
2017-03-16,my,1834493
2017-03-16,nl,9708784
2017-03-16,no,5831833
2017-03-16,nz,2354122
2017-03-16,pa,322086
2017-03-16,pe,2538982
2017-03-16,ph,10304199
2017-03-16,pl,2032881
2017-03-16,pt,1369506
2017-03-16,py,354245
2017-03-16,se,10438552
2017-03-16,sg,2251803
2017-03-16,sk,129040
2017-03-16,sv,192489
2017-03-16,tr,2022627
2017-03-16,tw,1215594
2017-03-16,us,68933125
2017-03-16,uy,440339
2017-03-17,ar,6922700
2017-03-17,at,962712
2017-03-17,au,8802894
2017-03-17,be,1651160
2017-03-17,bo,215803
2017-03-17,br,16571478
2017-03-17,ca,8489489
2017-03-17,ch,1428225
2017-03-17,cl,5848357
2017-03-17,co,2495045
2017-03-17,cr,1046556
2017-03-17,cz,572070
2017-03-17,de,16868663
2017-03-17,dk,4953635
2017-03-17,do,405299
2017-03-17,ec,775203
2017-03-17,ee,86606
2017-03-17,es,11085288
2017-03-17,fi,3779891
2017-03-17,fr,8166822
2017-03-17,gb,22775428
2017-03-17,global,223783999
2017-03-17,gr,130172
2017-03-17,gt,463477
2017-03-17,hk,803940
2017-03-17,hn,257920
2017-03-17,hu,433304
2017-03-17,id,3030294
2017-03-17,ie,1757167
2017-03-17,is,250263
2017-03-17,it,5757009
2017-03-17,jp,565657
2017-03-17,lt,94960
2017-03-17,lu,33302
2017-03-17,lv,100767
2017-03-17,mx,17677700
2017-03-17,my,1834544
2017-03-17,nl,13150301
2017-03-17,no,6488638
2017-03-17,nz,2382458
2017-03-17,pa,335722
2017-03-17,pe,2588647
2017-03-17,ph,9899979
2017-03-17,pl,2038682
2017-03-17,pt,1354927
2017-03-17,py,391143
2017-03-17,se,13004598
2017-03-17,sg,2191282
2017-03-17,sk,109446
2017-03-17,sv,199644
2017-03-17,tr,1993545
2017-03-17,tw,1212991
2017-03-17,us,70874003
2017-03-17,uy,522050
2017-03-18,ar,7460319
2017-03-18,at,943865
2017-03-18,au,8625709
2017-03-18,be,1869727
2017-03-18,bo,213659
2017-03-18,br,16385485
2017-03-18,ca,7711996
2017-03-18,ch,1421525
2017-03-18,cl,5809531
2017-03-18,co,2490608
2017-03-18,cr,1011054
2017-03-18,cz,531125
2017-03-18,de,17377563
2017-03-18,dk,4451995
2017-03-18,do,438835
2017-03-18,ec,780096
2017-03-18,ee,74639
2017-03-18,es,11113389
2017-03-18,fi,3702037
2017-03-18,fr,8668359
2017-03-18,gb,21995665
2017-03-18,global,215436898
2017-03-18,gr,154532
2017-03-18,gt,416188
2017-03-18,hk,827067
2017-03-18,hn,267907
2017-03-18,hu,378238
2017-03-18,id,2818397
2017-03-18,ie,1658929
2017-03-18,is,211139
2017-03-18,it,5695099
2017-03-18,jp,615961
2017-03-18,lt,96793
2017-03-18,lu,34156
2017-03-18,lv,80671
2017-03-18,mx,17979239
2017-03-18,my,1651886
2017-03-18,nl,11706071
2017-03-18,no,5974150
2017-03-18,nz,2163810
2017-03-18,pa,303112
2017-03-18,pe,2396656
2017-03-18,ph,9743058
2017-03-18,pl,2133217
2017-03-18,pt,1378939
2017-03-18,py,412889
2017-03-18,se,11970376
2017-03-18,sg,1950778
2017-03-18,sk,107409
2017-03-18,sv,207747
2017-03-18,tr,1986925
2017-03-18,tw,1126792
2017-03-18,us,66351350
2017-03-18,uy,499476
2017-03-19,ar,6565371
2017-03-19,at,867829
2017-03-19,au,9634393
2017-03-19,be,1935413
2017-03-19,bo,172618
2017-03-19,br,13414515
2017-03-19,ca,11683378
2017-03-19,ch,1444629
2017-03-19,cl,5254041
2017-03-19,co,2077405
2017-03-19,cr,856964
2017-03-19,cz,560594
2017-03-19,de,15355394
2017-03-19,dk,4071151
2017-03-19,do,396550
2017-03-19,ec,693750
2017-03-19,ee,87865
2017-03-19,es,9053462
2017-03-19,fi,2993684
2017-03-19,fr,7919389
2017-03-19,gb,26386857
2017-03-19,global,243334621
2017-03-19,gr,179159
2017-03-19,gt,367067
2017-03-19,hk,780224
2017-03-19,hn,234848
2017-03-19,hu,406455
2017-03-19,id,2810061
2017-03-19,ie,1941141
2017-03-19,is,233862
2017-03-19,it,4726103
2017-03-19,jp,595603
2017-03-19,lt,114471
2017-03-19,lu,27257
2017-03-19,lv,106099
2017-03-19,mx,14814860
2017-03-19,my,1653189
2017-03-19,nl,11157915
2017-03-19,no,5094102
2017-03-19,nz,2358078
2017-03-19,pa,300670
2017-03-19,pe,2146823
2017-03-19,ph,9473229
2017-03-19,pl,2028762
2017-03-19,pt,1291145
2017-03-19,py,342093
2017-03-19,se,10196919
2017-03-19,sg,1943620
2017-03-19,sk,116945
2017-03-19,sv,175195
2017-03-19,tr,1917288
2017-03-19,tw,1111470
2017-03-19,us,93219108
2017-03-19,uy,409699
2017-03-20,ar,6110028
2017-03-20,at,887350
2017-03-20,au,9639994
2017-03-20,be,1659122
2017-03-20,bo,205194
2017-03-20,br,14229027
2017-03-20,ca,11984181
2017-03-20,ch,1468892
2017-03-20,cl,5345351
2017-03-20,co,2107892
2017-03-20,cr,925881
2017-03-20,cz,554568
2017-03-20,de,14931353
2017-03-20,dk,4544098
2017-03-20,do,366272
2017-03-20,ec,693229
