Date,Region,total_streams
2017-07-08,co,2391379
2017-07-08,cr,973075
2017-07-08,cz,492056
2017-07-08,de,19067690
2017-07-08,dk,4000006
2017-07-08,do,443351
2017-07-08,ec,981400
2017-07-08,ee,81423
2017-07-08,es,11162312
2017-07-08,fi,3749762
2017-07-08,fr,8800046
2017-07-08,gb,21038326
2017-07-08,global,212495814
2017-07-08,gr,159585
2017-07-08,gt,531175
2017-07-08,hk,757850
2017-07-08,hn,283971
2017-07-08,hu,403021
2017-07-08,id,3041801
2017-07-08,ie,1898321
2017-07-08,is,200665
2017-07-08,it,7687271
2017-07-08,jp,899525
2017-07-08,lt,92739
2017-07-08,lu,44036
2017-07-08,lv,81992
2017-07-08,mx,18421756
2017-07-08,my,1621084
2017-07-08,nl,11186585
2017-07-08,no,5904233
2017-07-08,nz,1976330
2017-07-08,pa,397984
2017-07-08,pe,3134720
2017-07-08,ph,8692669
2017-07-08,pl,2110233
2017-07-08,pt,1003408
2017-07-08,py,578094
2017-07-08,se,9964067
2017-07-08,sg,1859834
2017-07-08,sk,117899
2017-07-08,sv,244115
2017-07-08,tr,2620147
2017-07-08,tw,1105989
2017-07-08,us,67959519
2017-07-08,uy,459006
2017-07-09,ar,6539185
2017-07-09,at,882952
2017-07-09,au,7606507
2017-07-09,be,1543169
2017-07-09,bo,213759
2017-07-09,br,16533323
2017-07-09,ca,7934281
2017-07-09,ch,1129412
2017-07-09,cl,5255178
2017-07-09,co,2052468
2017-07-09,cr,863646
2017-07-09,cz,491980
2017-07-09,de,15828045
2017-07-09,dk,3604797
2017-07-09,do,369853
2017-07-09,ec,852594
2017-07-09,ee,71360
2017-07-09,es,9320858
2017-07-09,fi,3117753
2017-07-09,fr,7477688
2017-07-09,gb,17729182
2017-07-09,global,187970239
2017-07-09,gr,140326
2017-07-09,gt,448420
2017-07-09,hk,736342
2017-07-09,hn,247887
2017-07-09,hu,340483
2017-07-09,id,2926386
2017-07-09,ie,1569355
2017-07-09,is,194106
2017-07-09,it,6605123
2017-07-09,jp,925301
2017-07-09,lt,84081
2017-07-09,lu,28123
2017-07-09,lv,73654
2017-07-09,mx,15484227
2017-07-09,my,1602372
2017-07-09,nl,9861461
2017-07-09,no,4979587
2017-07-09,nz,1883553
2017-07-09,pa,340583
2017-07-09,pe,2758290
2017-07-09,ph,8523434
2017-07-09,pl,1923109
2017-07-09,pt,901317
2017-07-09,py,468565
2017-07-09,se,8421936
2017-07-09,sg,1847001
2017-07-09,sk,108618
2017-07-09,sv,223397
2017-07-09,tr,2513483
2017-07-09,tw,1089734
2017-07-09,us,62402008
2017-07-09,uy,374079
2017-07-10,ar,6599493
2017-07-10,at,956048
2017-07-10,au,8253446
2017-07-10,be,1470253
2017-07-10,bo,251602
2017-07-10,br,17993203
2017-07-10,ca,8492566
2017-07-10,ch,1269478
2017-07-10,cl,5640302
2017-07-10,co,2215848
2017-07-10,cr,950226
2017-07-10,cz,569312
2017-07-10,de,16082713
2017-07-10,dk,3855567
2017-07-10,do,378695
2017-07-10,ec,828423
2017-07-10,ee,91256
2017-07-10,es,10700158
2017-07-10,fi,3413270
2017-07-10,fr,8098930
2017-07-10,gb,17990231
2017-07-10,global,203247117
2017-07-10,gr,172948
2017-07-10,gt,467066
2017-07-10,hk,815224
2017-07-10,hn,261658
2017-07-10,hu,437140
2017-07-10,id,3458666
2017-07-10,ie,1739299
2017-07-10,is,223301
2017-07-10,it,7163097
2017-07-10,jp,844125
2017-07-10,lt,113554
2017-07-10,lu,27486
2017-07-10,lv,97424
2017-07-10,mx,17115247
2017-07-10,my,1766833
2017-07-10,nl,10211458
2017-07-10,no,5500028
2017-07-10,nz,2017060
2017-07-10,pa,336337
2017-07-10,pe,2880175
2017-07-10,ph,8925787
2017-07-10,pl,2149425
2017-07-10,pt,1175702
2017-07-10,py,539232
2017-07-10,se,9193885
2017-07-10,sg,2098186
2017-07-10,sk,134937
2017-07-10,sv,210904
2017-07-10,tr,2785702
2017-07-10,tw,1264232
2017-07-10,us,67584588
2017-07-10,uy,437623
2017-07-11,ar,6863753
2017-07-11,at,979910
2017-07-11,au,8326219
2017-07-11,be,1500550
2017-07-11,bo,254344
2017-07-11,br,19059473
2017-07-11,ca,8746661
2017-07-11,ch,1341602
2017-07-11,cl,5745622
2017-07-11,co,2301329
2017-07-11,cr,997716
2017-07-11,cz,576656
2017-07-11,de,16714339
2017-07-11,dk,3831413
2017-07-11,do,398884
2017-07-11,ec,861443
2017-07-11,ee,89754
2017-07-11,es,11106649
2017-07-11,fi,3310655
2017-07-11,fr,8198097
2017-07-11,gb,17798615
2017-07-11,global,207726432
2017-07-11,gr,182282
2017-07-11,gt,505677
2017-07-11,hk,832478
2017-07-11,hn,265843
2017-07-11,hu,460641
2017-07-11,id,3550994
2017-07-11,ie,1745359
2017-07-11,is,240171
2017-07-11,it,7323755
2017-07-11,jp,854554
2017-07-11,lt,107742
2017-07-11,lu,34900
2017-07-11,lv,97366
2017-07-11,mx,17726981
2017-07-11,my,1773011
2017-07-11,nl,10205810
2017-07-11,no,5391868
2017-07-11,nz,1975878
2017-07-11,pa,349409
2017-07-11,pe,3049670
2017-07-11,ph,8986784
2017-07-11,pl,2205574
2017-07-11,pt,1231838
2017-07-11,py,546037
2017-07-11,se,8910112
2017-07-11,sg,2096575
2017-07-11,sk,134328
2017-07-11,sv,228256
2017-07-11,tr,2855104
2017-07-11,tw,1358153
2017-07-11,us,68403948
2017-07-11,uy,486114
2017-07-12,ar,6978281
2017-07-12,at,986234
2017-07-12,au,8217458
2017-07-12,be,1483102
2017-07-12,bo,260317
2017-07-12,br,19161190
2017-07-12,ca,8615475
2017-07-12,ch,1317200
2017-07-12,cl,5764169
2017-07-12,co,2290983
2017-07-12,cr,973583
2017-07-12,cz,574149
2017-07-12,de,16660778
2017-07-12,dk,3805819
2017-07-12,do,399312
2017-07-12,ec,870226
2017-07-12,ee,91561
2017-07-12,es,11055464
2017-07-12,fi,3445278
2017-07-12,fr,8036870
2017-07-12,gb,18564260
2017-07-12,global,208743532
2017-07-12,gr,184337
2017-07-12,gt,506405
2017-07-12,hk,823617
2017-07-12,hn,261469
2017-07-12,hu,458596
2017-07-12,id,3517246
2017-07-12,ie,1830755
2017-07-12,is,213623
2017-07-12,it,7467240
2017-07-12,jp,839640
2017-07-12,lt,113125
2017-07-12,lu,31203
2017-07-12,lv,101029
2017-07-12,mx,18018167
2017-07-12,my,1786902
2017-07-12,nl,10131641
2017-07-12,no,5531271
2017-07-12,nz,1895135
2017-07-12,pa,351132
2017-07-12,pe,3111634
2017-07-12,ph,8937965
2017-07-12,pl,2203360
2017-07-12,pt,1200656
2017-07-12,py,528065
2017-07-12,se,9079000
2017-07-12,sg,2105707
2017-07-12,sk,132924
2017-07-12,sv,226801
2017-07-12,tr,2815587
2017-07-12,tw,1352153
2017-07-12,us,68179018
2017-07-12,uy,479823
2017-07-13,ar,7530453
2017-07-13,at,1019504
2017-07-13,au,8420471
2017-07-13,be,1537448
2017-07-13,bo,243077
2017-07-13,br,19657121
2017-07-13,ca,8830560
2017-07-13,ch,1355567
2017-07-13,cl,5764186
2017-07-13,co,2396647
2017-07-13,cr,1005480
2017-07-13,cz,586704
2017-07-13,de,17573992
2017-07-13,dk,3903264
2017-07-13,do,422808
2017-07-13,ec,901192
2017-07-13,ee,94772
2017-07-13,es,11325831
2017-07-13,fi,3487075
2017-07-13,fr,8476365
2017-07-13,gb,18816981
2017-07-13,global,214033131
2017-07-13,gr,187817
2017-07-13,gt,515810
2017-07-13,hk,836369
2017-07-13,hn,274304
2017-07-13,hu,467184
2017-07-13,id,3532771
2017-07-13,ie,1785205
2017-07-13,is,224384
2017-07-13,it,7358442
2017-07-13,jp,857755
2017-07-13,lt,118451
2017-07-13,lu,40409
2017-07-13,lv,104804
2017-07-13,mx,18302603
2017-07-13,my,1843505
2017-07-13,nl,10218187
2017-07-13,no,5740262
2017-07-13,nz,1927199
2017-07-13,pa,364663
2017-07-13,pe,3173436
2017-07-13,ph,9040514
2017-07-13,pl,2234377
2017-07-13,pt,1198694
2017-07-13,py,531366
2017-07-13,se,9448644
2017-07-13,sg,2114186
2017-07-13,sk,132162
2017-07-13,sv,240237
2017-07-13,tr,2822296
2017-07-13,tw,1271793
2017-07-13,us,69356105
2017-07-13,uy,554587
2017-07-14,ar,7773385
2017-07-14,at,1068781
2017-07-14,au,8699909
2017-07-14,be,1573589
2017-07-14,bo,271559
2017-07-14,br,21637508
2017-07-14,ca,9244623
2017-07-14,ch,1432031
2017-07-14,cl,6134222
2017-07-14,co,2438906
2017-07-14,cr,1041741
2017-07-14,cz,602215
2017-07-14,de,19456746
2017-07-14,dk,4207080
2017-07-14,do,453142
2017-07-14,ec,955083
2017-07-14,ee,104651
2017-07-14,es,12026807
2017-07-14,fi,3937228
2017-07-14,fr,7665044
2017-07-14,gb,20258139
2017-07-14,global,224201181
2017-07-14,gr,189467
2017-07-14,gt,547856
2017-07-14,hk,817157
2017-07-14,hn,298887
2017-07-14,hu,489832
2017-07-14,id,3479424
2017-07-14,ie,1836216
2017-07-14,is,228967
2017-07-14,it,7519103
2017-07-14,jp,827483
2017-07-14,lt,127807
2017-07-14,lu,42052
2017-07-14,lv,106330
2017-07-14,mx,18948664
2017-07-14,my,1818302
2017-07-14,nl,10541648
2017-07-14,no,6187184
2017-07-14,nz,2066137
2017-07-14,pa,396412
2017-07-14,pe,3192186
2017-07-14,ph,8711958
2017-07-14,pl,2307193
2017-07-14,pt,1210084
2017-07-14,py,573936
2017-07-14,se,10971654
2017-07-14,sg,2040352
2017-07-14,sk,146556
2017-07-14,sv,255313
2017-07-14,tr,2801585
2017-07-14,tw,1296288
2017-07-14,us,72945107
2017-07-14,uy,577030
2017-07-15,ar,7637380
2017-07-15,at,995156
2017-07-15,au,8177426
2017-07-15,be,1561970
2017-07-15,bo,260260
2017-07-15,br,21398527
2017-07-15,ca,8958471
2017-07-15,ch,1410586
2017-07-15,cl,5301382
2017-07-15,co,2398634
2017-07-15,cr,997919
2017-07-15,cz,507801
2017-07-15,de,18929723
2017-07-15,dk,4046764
2017-07-15,do,470914
2017-07-15,ec,991063
2017-07-15,ee,82871
2017-07-15,es,11521035
2017-07-15,fi,3743796
2017-07-15,fr,7890262
2017-07-15,gb,19728952
2017-07-15,global,213507050
2017-07-15,gr,163596
2017-07-15,gt,543842
2017-07-15,hk,774912
2017-07-15,hn,298314
2017-07-15,hu,384518
2017-07-15,id,3187236
2017-07-15,ie,1801028
2017-07-15,is,211558
2017-07-15,it,7630558
2017-07-15,jp,877211
2017-07-15,lt,107328
2017-07-15,lu,35061
2017-07-15,lv,73165
2017-07-15,mx,18880781
2017-07-15,my,1656897
2017-07-15,nl,10220421
2017-07-15,no,5844901
2017-07-15,nz,1962983
2017-07-15,pa,392235
2017-07-15,pe,3229759
2017-07-15,ph,8818455
2017-07-15,pl,2116737
2017-07-15,pt,1063322
2017-07-15,py,565215
2017-07-15,se,10334639
2017-07-15,sg,1896598
2017-07-15,sk,112366
2017-07-15,sv,265407
2017-07-15,tr,2666019
2017-07-15,tw,1127385
2017-07-15,us,68215552
2017-07-15,uy,533963
2017-07-16,ar,6403734
2017-07-16,at,878790
2017-07-16,au,7807755
2017-07-16,be,1446186
2017-07-16,bo,191721
2017-07-16,br,17167164
2017-07-16,ca,8069207
2017-07-16,ch,1195728
2017-07-16,cl,4822150
2017-07-16,co,2046827
2017-07-16,cr,887158
2017-07-16,cz,503644
2017-07-16,de,15737778
2017-07-16,dk,3344224
2017-07-16,do,391888
2017-07-16,ec,869408
2017-07-16,ee,71160
2017-07-16,es,9462457
2017-07-16,fi,3105234
2017-07-16,fr,7221853
2017-07-16,gb,17000485
2017-07-16,global,186843774
2017-07-16,gr,144750
2017-07-16,gt,470354
2017-07-16,hk,719593
2017-07-16,hn,257336
2017-07-16,hu,340380
2017-07-16,id,2947204
2017-07-16,ie,1579142
2017-07-16,is,165765
2017-07-16,it,6666252
2017-07-16,jp,834545
2017-07-16,lt,89591
2017-07-16,lu,26590
2017-07-16,lv,64774
2017-07-16,mx,15980427
2017-07-16,my,1626551
2017-07-16,nl,8537010
2017-07-16,no,4869131
2017-07-16,nz,1865853
2017-07-16,pa,339833
2017-07-16,pe,2829187
2017-07-16,ph,8547428
2017-07-16,pl,1882913
2017-07-16,pt,938054
2017-07-16,py,373099
2017-07-16,se,7887318
2017-07-16,sg,1884053
2017-07-16,sk,103639
2017-07-16,sv,215806
2017-07-16,tr,2531743
2017-07-16,tw,1070953
2017-07-16,us,61900169
2017-07-16,uy,373567
2017-07-17,ar,6638374
2017-07-17,at,963430
2017-07-17,au,8348303
2017-07-17,be,1505826
2017-07-17,bo,193917
2017-07-17,br,17918859
2017-07-17,ca,8588633
2017-07-17,ch,1315919
2017-07-17,cl,5422382
2017-07-17,co,2143444
2017-07-17,cr,948251
2017-07-17,cz,588993
2017-07-17,de,16797099
2017-07-17,dk,3791747
2017-07-17,do,389359
2017-07-17,ec,813399
2017-07-17,ee,86247
2017-07-17,es,10747054
2017-07-17,fi,3156160
2017-07-17,fr,7737337
2017-07-17,gb,18805318
2017-07-17,global,203620915
2017-07-17,gr,168661
2017-07-17,gt,471391
2017-07-17,hk,792284
2017-07-17,hn,245296
2017-07-17,hu,442863
2017-07-17,id,3356959
2017-07-17,ie,1828641
2017-07-17,is,195396
2017-07-17,it,7143981
2017-07-17,jp,903464
2017-07-17,lt,111608
2017-07-17,lu,30774
2017-07-17,lv,94392
2017-07-17,mx,17076064
2017-07-17,my,1786551
2017-07-17,nl,9969730
2017-07-17,no,5347363
2017-07-17,nz,1965884
2017-07-17,pa,329088
2017-07-17,pe,3020225
2017-07-17,ph,8789691
2017-07-17,pl,2139484
2017-07-17,pt,1169288
2017-07-17,py,382757
2017-07-17,se,8867393
2017-07-17,sg,2096823
2017-07-17,sk,131112
2017-07-17,sv,219624
2017-07-17,tr,2689419
2017-07-17,tw,1236372
2017-07-17,us,66540151
2017-07-17,uy,452331
2017-07-18,ar,6793485
2017-07-18,at,1054499
2017-07-18,au,8417333
2017-07-18,be,1580561
2017-07-18,bo,235503
2017-07-18,br,17926217
2017-07-18,ca,9013365
2017-07-18,ch,1417858
2017-07-18,cl,5631457
2017-07-18,co,2270673
2017-07-18,cr,984673
2017-07-18,cz,606455
2017-07-18,de,20937391
2017-07-18,dk,3703859
2017-07-18,do,415460
2017-07-18,ec,851282
2017-07-18,ee,92234
2017-07-18,es,10949711
2017-07-18,fi,3272636
2017-07-18,fr,7753179
2017-07-18,gb,18603502
2017-07-18,global,207873229
2017-07-18,gr,182385
2017-07-18,gt,517518
2017-07-18,hk,801600
2017-07-18,hn,257852
2017-07-18,hu,443408
2017-07-18,id,3606054
2017-07-18,ie,1781035
2017-07-18,is,177351
2017-07-18,it,7446776
2017-07-18,jp,841385
2017-07-18,lt,119064
2017-07-18,lu,42505
2017-07-18,lv,103420
2017-07-18,mx,17821232
2017-07-18,my,1829506
2017-07-18,nl,9832445
2017-07-18,no,5428345
2017-07-18,nz,2022659
2017-07-18,pa,348724
2017-07-18,pe,3119276
2017-07-18,ph,8901154
2017-07-18,pl,2189695
2017-07-18,pt,1202950
2017-07-18,py,398515
2017-07-18,se,8745512
2017-07-18,sg,2153194
2017-07-18,sk,132307
2017-07-18,sv,223815
2017-07-18,tr,2662851
2017-07-18,tw,1305558
2017-07-18,us,67913119
2017-07-18,uy,392689
2017-07-19,ar,7123304
2017-07-19,at,1030828
2017-07-19,au,8421433
2017-07-19,be,1477588
2017-07-19,bo,246540
2017-07-19,br,18362122
2017-07-19,ca,8902224
2017-07-19,ch,1358472
2017-07-19,cl,5747320
2017-07-19,co,2309752
2017-07-19,cr,971397
2017-07-19,cz,591227
2017-07-19,de,19679370
2017-07-19,dk,3851021
2017-07-19,do,423522
2017-07-19,ec,869807
2017-07-19,ee,90329
2017-07-19,es,10893676
2017-07-19,fi,3265142
2017-07-19,fr,7569673
2017-07-19,gb,18036369
2017-07-19,global,207389247
2017-07-19,gr,179547
2017-07-19,gt,524813
2017-07-19,hk,825737
2017-07-19,hn,266154
2017-07-19,hu,445499
2017-07-19,id,3632185
2017-07-19,ie,1681329
2017-07-19,is,199700
2017-07-19,it,7484232
2017-07-19,jp,849069
2017-07-19,lt,118096
2017-07-19,lu,31665
2017-07-19,lv,100068
2017-07-19,mx,17845800
2017-07-19,my,1835280
2017-07-19,nl,9550295
2017-07-19,no,5644277
2017-07-19,nz,2015574
2017-07-19,pa,336324
2017-07-19,pe,3138785
2017-07-19,ph,8929357
2017-07-19,pl,2143248
2017-07-19,pt,1187463
2017-07-19,py,407454
2017-07-19,se,9043882
2017-07-19,sg,2141998
2017-07-19,sk,129994
2017-07-19,sv,235725
2017-07-19,tr,2784334
2017-07-19,tw,1286653
2017-07-19,us,67619388
2017-07-19,uy,455152
2017-07-20,ar,7672437
2017-07-20,at,1032517
2017-07-20,au,8552263
2017-07-20,be,1488962
2017-07-20,bo,256815
2017-07-20,br,19244937
2017-07-20,ca,8874692
2017-07-20,ch,1338965
2017-07-20,cl,5848750
2017-07-20,co,2199999
2017-07-20,cr,1020416
2017-07-20,cz,595855
2017-07-20,de,19265466
2017-07-20,dk,3722968
2017-07-20,do,420325
2017-07-20,ec,897363
2017-07-20,ee,87978
2017-07-20,es,11195077
2017-07-20,fi,3389274
2017-07-20,fr,7689471
2017-07-20,gb,19089638
2017-07-20,global,210106219
2017-07-20,gr,175888
2017-07-20,gt,531678
2017-07-20,hk,825895
2017-07-20,hn,272284
2017-07-20,hu,461841
2017-07-20,id,3522774
2017-07-20,ie,1756783
2017-07-20,is,201382
2017-07-20,it,7370163
2017-07-20,jp,846669
2017-07-20,lt,117683
2017-07-20,lu,32496
2017-07-20,lv,100177
2017-07-20,mx,18167021
2017-07-20,my,1834385
2017-07-20,nl,9506848
2017-07-20,no,5851937
2017-07-20,nz,2035637
2017-07-20,pa,365620
2017-07-20,pe,3113906
2017-07-20,ph,8831692
2017-07-20,pl,2142262
2017-07-20,pt,1206532
2017-07-20,py,436915
2017-07-20,se,9020687
2017-07-20,sg,2123604
2017-07-20,sk,133934
2017-07-20,sv,239350
2017-07-20,tr,2831843
2017-07-20,tw,1227884
2017-07-20,us,67805819
2017-07-20,uy,455375
2017-07-21,ar,8064929
2017-07-21,at,1195599
2017-07-21,au,9152786
2017-07-21,be,1625797
2017-07-21,bo,306281
2017-07-21,br,22493653
2017-07-21,ca,9997285
2017-07-21,ch,1496492
2017-07-21,cl,6207223
2017-07-21,co,2396961
2017-07-21,cr,1099824
2017-07-21,cz,749522
2017-07-21,de,22536552
2017-07-21,dk,3930212
2017-07-21,do,570475
2017-07-21,ec,965096
2017-07-21,ee,116190
2017-07-21,es,12065092
2017-07-21,fi,3979275
2017-07-21,fr,8756418
2017-07-21,gb,22239961
2017-07-21,global,241684345
2017-07-21,gr,227792
2017-07-21,gt,574290
2017-07-21,hk,925288
2017-07-21,hn,275935
2017-07-21,hu,597545
2017-07-21,id,3945335
2017-07-21,ie,1922363
2017-07-21,is,233593
2017-07-21,it,8258315
2017-07-21,jp,888980
2017-07-21,lt,138370
2017-07-21,lu,41213
2017-07-21,lv,136417
2017-07-21,mx,18794670
2017-07-21,my,2290095
2017-07-21,nl,10653000
2017-07-21,no,5751576
2017-07-21,nz,2113035
2017-07-21,pa,425635
2017-07-21,pe,3283459
2017-07-21,ph,9343704
2017-07-21,pl,2500074
2017-07-21,pt,1388916
2017-07-21,py,515491
2017-07-21,se,9565406
2017-07-21,sg,2361907
2017-07-21,sk,175860
2017-07-21,sv,272792
2017-07-21,tr,2829926
2017-07-21,tw,1668070
2017-07-21,us,80037014
2017-07-21,uy,544165
2017-07-22,ar,7829544
2017-07-22,at,1060445
2017-07-22,au,8610458
2017-07-22,be,1436922
2017-07-22,bo,268363
2017-07-22,br,21110951
2017-07-22,ca,8862491
2017-07-22,ch,1395271
2017-07-22,cl,5616115
2017-07-22,co,2345657
2017-07-22,cr,1076337
2017-07-22,cz,563807
2017-07-22,de,20401456
2017-07-22,dk,3699577
2017-07-22,do,540741
2017-07-22,ec,956054
2017-07-22,ee,75876
2017-07-22,es,11209243
2017-07-22,fi,3601961
2017-07-22,fr,8287053
2017-07-22,gb,20119427
2017-07-22,global,214642082
2017-07-22,gr,182179
2017-07-22,gt,558094
2017-07-22,hk,803921
2017-07-22,hn,310692
2017-07-22,hu,440685
2017-07-22,id,3389876
2017-07-22,ie,1838730
2017-07-22,is,181544
2017-07-22,it,7778453
2017-07-22,jp,883570
2017-07-22,lt,97179
2017-07-22,lu,37314
2017-07-22,lv,78454
2017-07-22,mx,18218518
2017-07-22,my,1809748
2017-07-22,nl,9958969
2017-07-22,no,5781745
2017-07-22,nz,1940946
2017-07-22,pa,417424
2017-07-22,pe,3252865
2017-07-22,ph,8779278
2017-07-22,pl,2172140
2017-07-22,pt,1086874
2017-07-22,py,503685
2017-07-22,se,9333787
2017-07-22,sg,2038977
2017-07-22,sk,122029
2017-07-22,sv,262728
2017-07-22,tr,2709197
2017-07-22,tw,1191813
2017-07-22,us,69434919
2017-07-22,uy,525024
2017-07-23,ar,6861432
2017-07-23,at,877857
2017-07-23,au,8213467
2017-07-23,be,1337469
2017-07-23,bo,213496
2017-07-23,br,17033624
2017-07-23,ca,8080772
2017-07-23,ch,1148570
2017-07-23,cl,4989749
2017-07-23,co,2001517
2017-07-23,cr,853568
2017-07-23,cz,533170
2017-07-23,de,16799366
2017-07-23,dk,3133006
2017-07-23,do,448953
2017-07-23,ec,854643
2017-07-23,ee,67264
2017-07-23,es,9044278
2017-07-23,fi,2932988
2017-07-23,fr,7149401
2017-07-23,gb,16812522
2017-07-23,global,185553773
2017-07-23,gr,147156
2017-07-23,gt,479401
2017-07-23,hk,660817
2017-07-23,hn,258976
2017-07-23,hu,338122
2017-07-23,id,3189188
2017-07-23,ie,1528614
2017-07-23,is,164609
2017-07-23,it,6720410
2017-07-23,jp,897295
2017-07-23,lt,81935
2017-07-23,lu,20509
2017-07-23,lv,61731
2017-07-23,mx,15333066
2017-07-23,my,1713718
2017-07-23,nl,8672387
2017-07-23,no,5000665
2017-07-23,nz,1926675
2017-07-23,pa,339363
2017-07-23,pe,2801118
2017-07-23,ph,8318711
2017-07-23,pl,1858017
2017-07-23,pt,938879
2017-07-23,py,458755
2017-07-23,se,7695026
2017-07-23,sg,1989684
2017-07-23,sk,98442
2017-07-23,sv,215979
2017-07-23,tr,2559510
2017-07-23,tw,1105443
2017-07-23,us,61586486
2017-07-23,uy,400892
2017-07-24,ar,6768636
2017-07-24,at,972016
2017-07-24,au,8561196
2017-07-24,be,1423837
2017-07-24,bo,255764
2017-07-24,br,18392742
2017-07-24,ca,8420005
2017-07-24,ch,1266058
2017-07-24,cl,5430359
2017-07-24,co,2158433
2017-07-24,cr,960102
2017-07-24,cz,638432
2017-07-24,de,17730725
2017-07-24,dk,3598042
2017-07-24,do,439890
2017-07-24,ec,834927
2017-07-24,ee,85393
2017-07-24,es,10662743
2017-07-24,fi,3160234
2017-07-24,fr,7744906
2017-07-24,gb,18602213
2017-07-24,global,202423153
2017-07-24,gr,179577
2017-07-24,gt,489103
2017-07-24,hk,821524
2017-07-24,hn,257744
2017-07-24,hu,449960
2017-07-24,id,3516053
2017-07-24,ie,1739286
2017-07-24,is,208558
2017-07-24,it,7160389
2017-07-24,jp,872813
2017-07-24,lt,104935
2017-07-24,lu,24797
2017-07-24,lv,99504
2017-07-24,mx,16662902
2017-07-24,my,1895645
2017-07-24,nl,9324779
2017-07-24,no,5254169
2017-07-24,nz,1975430
2017-07-24,pa,332522
2017-07-24,pe,3083439
2017-07-24,ph,8637232
2017-07-24,pl,2188420
2017-07-24,pt,1180810
2017-07-24,py,473891
2017-07-24,se,8373164
2017-07-24,sg,2186636
2017-07-24,sk,129242
2017-07-24,sv,215635
2017-07-24,tr,2770107
2017-07-24,tw,1237801
2017-07-24,us,66609710
2017-07-24,uy,456140
2017-07-25,ar,6989005
2017-07-25,at,985820
2017-07-25,au,8754284
2017-07-25,be,1453478
2017-07-25,bo,267472
2017-07-25,br,19257722
2017-07-25,ca,8838134
2017-07-25,ch,1289622
2017-07-25,cl,5471833
2017-07-25,co,2247633
2017-07-25,cr,940638
2017-07-25,cz,635204
2017-07-25,de,17436635
2017-07-25,dk,3603431
2017-07-25,do,461868
2017-07-25,ec,829593
2017-07-25,ee,84569
2017-07-25,es,10697944
2017-07-25,fi,3169574
2017-07-25,fr,7927710
2017-07-25,gb,19011785
2017-07-25,global,207077556
2017-07-25,gr,188251
2017-07-25,gt,516130
2017-07-25,hk,833348
2017-07-25,hn,272192
2017-07-25,hu,467637
2017-07-25,id,3516170
2017-07-25,ie,1739888
2017-07-25,is,205640
2017-07-25,it,7483828
2017-07-25,jp,887279
2017-07-25,lt,116605
2017-07-25,lu,28316
2017-07-25,lv,102806
2017-07-25,mx,17337250
2017-07-25,my,1909690
2017-07-25,nl,9221363
2017-07-25,no,5352430
2017-07-25,nz,2025594
2017-07-25,pa,360733
2017-07-25,pe,3214857
2017-07-25,ph,8670588
2017-07-25,pl,2183863
2017-07-25,pt,1221602
2017-07-25,py,503590
2017-07-25,se,8253742
2017-07-25,sg,2185195
2017-07-25,sk,135279
2017-07-25,sv,243898
2017-07-25,tr,2825308
2017-07-25,tw,1325153
2017-07-25,us,68590617
2017-07-25,uy,475197
2017-07-26,ar,7000010
2017-07-26,at,962435
2017-07-26,au,8778830
2017-07-26,be,1467442
2017-07-26,bo,277543
2017-07-26,br,19357741
2017-07-26,ca,8838708
2017-07-26,ch,1288913
2017-07-26,cl,5639351
2017-07-26,co,2242806
2017-07-26,cr,988578
2017-07-26,cz,619069
2017-07-26,de,17746645
2017-07-26,dk,3649850
2017-07-26,do,461478
2017-07-26,ec,832738
2017-07-26,ee,94724
2017-07-26,es,10775600
2017-07-26,fi,3299078
2017-07-26,fr,7755308
2017-07-26,gb,18629641
2017-07-26,global,206510840
2017-07-26,gr,180734
2017-07-26,gt,519889
2017-07-26,hk,822226
2017-07-26,hn,269466
2017-07-26,hu,448143
2017-07-26,id,3513031
2017-07-26,ie,1722754
2017-07-26,is,220613
2017-07-26,it,7458629
2017-07-26,jp,869235
2017-07-26,lt,105921
2017-07-26,lu,28865
2017-07-26,lv,103925
2017-07-26,mx,17171821
2017-07-26,my,1892464
2017-07-26,nl,9280278
2017-07-26,no,5263628
2017-07-26,nz,2018352
2017-07-26,pa,349386
2017-07-26,pe,3208171
2017-07-26,ph,8566480
2017-07-26,pl,2170072
2017-07-26,pt,1172225
2017-07-26,py,490287
2017-07-26,se,8454176
2017-07-26,sg,2183635
2017-07-26,sk,133981
2017-07-26,sv,245707
2017-07-26,tr,2790360
2017-07-26,tw,1318919
2017-07-26,us,68096085
2017-07-26,uy,484865
2017-07-27,ar,7538250
2017-07-27,at,959156
2017-07-27,au,8879979
2017-07-27,be,1469800
2017-07-27,bo,284643
2017-07-27,br,19627683
2017-07-27,ca,8715406
2017-07-27,ch,1278636
2017-07-27,cl,5728870
2017-07-27,co,2312580
2017-07-27,cr,1019701
2017-07-27,cz,615460
2017-07-27,de,17616311
2017-07-27,dk,3607299
2017-07-27,do,479015
2017-07-27,ec,858597
2017-07-27,ee,84299
2017-07-27,es,11022034
2017-07-27,fi,3341706
2017-07-27,fr,7961595
2017-07-27,gb,18877813
2017-07-27,global,207530685
2017-07-27,gr,176894
2017-07-27,gt,522280
2017-07-27,hk,826399
2017-07-27,hn,277194
2017-07-27,hu,449697
2017-07-27,id,3494862
2017-07-27,ie,1735422
2017-07-27,is,222970
2017-07-27,it,7500805
2017-07-27,jp,892257
2017-07-27,lt,112739
2017-07-27,lu,27930
2017-07-27,lv,115363
2017-07-27,mx,17677055
